route_id,direction_letter,stop_id_orig,stop_name_orig,avg_station_time_orig,num_trips,stop_id_dest,stop_name_dest,avg_station_time_dest,lag_time,route_list,full_name_orig,route_color,keep
R,N,R41N,59 St,450,30,R31N,Atlantic Av-Barclays Ctr,1320,00:14:30.000000,N/R,59 St N/R,#F6BC26,1
R,N,R41N,59 St,450,30,R36N,36 St,780,00:05:30.000000,N/R,59 St N/R,#F6BC26,0
R,S,G08S,Forest Hills-71 Av,0,31,G14S,Jackson Hts-Roosevelt Av,612.413793103448,00:10:12.413793,E/F/M/R,Forest Hills-71 Av E/F/M/R,#F6BC26,1
R,S,G08S,Forest Hills-71 Av,0,31,G21S,Queens Plaza,1220.35714285714,00:20:20.357143,E/F/R,Forest Hills-71 Av E/F/R,#F6BC26,1
R,S,G14S,Jackson Hts-Roosevelt Av,612.413793103448,29,G21S,Queens Plaza,1220.35714285714,00:10:07.943350,E/F/R,Jackson Hts-Roosevelt Av E/F/R,#F6BC26,1
R,S,R14S,57 St-7 Av,1834.44444444444,27,R16S,Times Sq-42 St,2044.44444444444,00:03:30.000000,N/Q/R/W,57 St-7 Av N/Q/R/W,#F6BC26,1
R,S,R14S,57 St-7 Av,1834.44444444444,27,R20S,14 St-Union Sq,2419.61538461538,00:09:45.170940,N/Q/R/W,57 St-7 Av N/Q/R/W,#F6BC26,1
R,S,R14S,57 St-7 Av,1834.44444444444,27,R31S,Atlantic Av-Barclays Ctr,3886.95652173913,00:34:12.512077,N/R/W,57 St-7 Av N/R/W,#F6BC26,1
R,S,R14S,57 St-7 Av,1834.44444444444,27,R36S,36 St,4426.36363636364,00:43:11.919192,N/R/W,57 St-7 Av N/R/W,#F6BC26,1
R,S,R14S,57 St-7 Av,1834.44444444444,27,R41S,59 St,4761.42857142857,00:48:46.984127,N/R,57 St-7 Av N/R,#F6BC26,1
R,S,R17S,34 St-Herald Sq,2166.92307692308,26,R20S,14 St-Union Sq,2419.61538461538,00:04:12.692308,N/Q/R/W,34 St-Herald Sq N/Q/R/W,#F6BC26,1
R,S,R17S,34 St-Herald Sq,2166.92307692308,26,R31S,Atlantic Av-Barclays Ctr,3886.95652173913,00:28:40.033445,N/R/W,34 St-Herald Sq N/R/W,#F6BC26,1
R,S,R17S,34 St-Herald Sq,2166.92307692308,26,R36S,36 St,4426.36363636364,00:37:39.440559,N/R/W,34 St-Herald Sq N/R/W,#F6BC26,1
R,S,R17S,34 St-Herald Sq,2166.92307692308,26,R41S,59 St,4761.42857142857,00:43:14.505495,N/R,34 St-Herald Sq N/R,#F6BC26,1
R,S,R31S,Atlantic Av-Barclays Ctr,3886.95652173913,23,R36S,36 St,4426.36363636364,00:08:59.407115,D/N/R,Atlantic Av-Barclays Ctr D/N/R,#F6BC26,1
R,S,R31S,Atlantic Av-Barclays Ctr,3886.95652173913,23,R41S,59 St,4761.42857142857,00:14:34.472050,N/R,Atlantic Av-Barclays Ctr N/R,#F6BC26,1
R,S,R36S,36 St,4426.36363636364,22,R41S,59 St,4761.42857142857,00:05:35.064935,N/R,36 St N/R,#F6BC26,1
W,N,R16N,Times Sq-42 St,1185,22,R14N,57 St-7 Av,1433.18181818182,00:04:08.181818,N/Q/R/W,Times Sq-42 St N/Q/R/W,#F6BC26,1
W,N,R20N,14 St-Union Sq,813.913043478261,23,R14N,57 St-7 Av,1433.18181818182,00:10:19.268775,N/Q/R/W,14 St-Union Sq N/Q/R/W,#F6BC26,1
W,N,R20N,14 St-Union Sq,813.913043478261,23,R17N,34 St-Herald Sq,1065.65217391304,00:04:11.739130,N/Q/R/W,14 St-Union Sq N/Q/R/W,#F6BC26,1
W,S,R14S,57 St-7 Av,1186.25,24,R16S,Times Sq-42 St,1396.25,00:03:30.000000,N/Q/R/W,57 St-7 Av N/Q/R/W,#F6BC26,1
